"Make";"Model";"Price";"HP";"Capacity";"Mileage";"Fuel";"Production"
"Audi";"A4";143000;143;1968;600;"diesel";2011
"Audi";"A4";37900;140;1968;180000;"diesel";2005
"Audi";"A4";25900;131;1900;165000;"diesel";2003
"Audi";"A4";58500;170;1968;91000;"diesel";2007
"Audi";"A4";45400;140;2000;158000;"diesel";2006
"Audi";"A4";32500;115;1896;156000;"diesel";2004
"Audi";"A4";121900;143;1968;26044;"diesel";2010
"Audi";"A4";124900;143;1968;2129;"diesel";2010
"Audi";"A4";37900;140;1968;150000;"diesel";2005
"Audi";"A4";139000;211;1984;53000;"gasoline";2009
"Audi";"A4";41300;140;1968;147000;"diesel";2006
"Audi";"A4";101586.4;240;2995;45000;"diesel";2008
"Audi";"A4";99378;143;1968;30000;"diesel";2010
"Audi";"A4";29500;100;1896;183000;"diesel";2003
"Audi";"A4";63900;140;1968;165000;"diesel";2007
"Audi";"A4";71277.3513;143;1968;34775;"diesel";2009
"Audi";"A4";71844.89;143;1968;72800;"diesel";2008
"Audi";"A4";59900;170;2000;85000;"diesel";2007
"Audi";"A4";46049.5568;203;2000;140250;"gasoline";2006
"Audi";"A4";36900;140;2000;170000;"diesel";2005
"Audi";"A4";47900;140;2000;102000;"diesel";2007
"Audi";"A4";71900;140;2000;80000;"diesel";2006
"Audi";"A4";46500;140;2000;188936;"diesel";2007
"Audi";"A4";35900;140;1968;185000;"diesel";2005
"Audi";"A4";33900;140;1968;199000;"diesel";2004
"Audi";"A4";48500;163;1781;155000;"gasoline";2006
"Audi";"A4";37900;115;1896;157000;"diesel";2005
"Audi";"A4";52500;115;1896;127383;"diesel";2006
"Audi";"A4";91900;211;2000;28000;"gasoline";2009
"Audi";"A4";63000;143;1968;95000;"diesel";2008
"Audi";"A4";89900;211;2000;28000;"gasoline";2009
"Audi";"A4";38600;140;1968;169000;"diesel";2008
"Audi";"A4";64900;143;2000;159000;"diesel";2008
"Audi";"A4";38400;130;1984;120170;"gasoline";2004
"Audi";"A4";71900;120;2000;133528;"diesel";2009
"Audi";"A4";41900;115;1900;76000;"diesel";2006
"Audi";"A4";44900;140;1968;167000;"diesel";2006
"Audi";"A4";54900;170;1968;150305;"diesel";2007
"Audi";"A4";36900;131;2000;101000;"gasoline";2004
"Audi";"A4";79900;143;1968;83325;"diesel";2008
"Audi";"A4";36900;140;1968;174000;"diesel";2005
"Audi";"A4";36900;131;2000;101000;"gasoline";2003
"Audi";"A4";43900;140;1968;135000;"diesel";2007
"Audi";"A4";43900;140;1968;135000;"diesel";2007
"Audi";"A4";43900;140;1968;135000;"diesel";2007
"Audi";"A4";43900;140;1968;135000;"diesel";2007
"Audi";"A4";43900;140;1968;135000;"diesel";2007
"Audi";"A4";60900;170;2000;121000;"diesel";2007
"Audi";"A4";43900;143;1998;135000;"diesel";2007
"Audi";"A4";62000;170;1968;166000;"diesel";2006
"Audi";"A4";29100;115;1896;202000;"diesel";2004
"Audi";"A4";98000;143;1968;29000;"diesel";2008
"Audi";"A4";49500;140;1968;167000;"diesel";2007
"Audi";"A4";239000;240;2967;34000;"diesel";2009
"Audi";"A4";39950;115;1900;165412;"diesel";2005
"Audi";"A4";52900;136;1968;104385;"diesel";2006
"Audi";"A4";69900;200;1984;69000;"gasoline";2008
"Audi";"A4";23900;130;1896;192000;"diesel";2003
"Audi";"A4";31000;130;1896;180000;"diesel";2003
"Audi";"A4";43900;140;1968;134000;"diesel";2007
"Audi";"A4";33900;140;1968;199000;"diesel";2004
"Audi";"A4";54878.74;140;2000;148000;"diesel";2008
"Audi";"A4";32900;101;1896;176432;"diesel";2004
"Audi";"A4";67000;260;2967;152000;"diesel";2006
"Audi";"A4";27600;130;1900;191000;"diesel";2003
"Audi";"A4";114700;211;1984;48000;"gasoline";2009
"Audi";"A4";109900;211;1984;4800;"gasoline";2010
"Audi";"A4";42800;140;2000;211000;"diesel";2005
"Audi";"A4";129800;211;1984;5715;"gasoline";2011
"Audi";"A4";81500;170;1968;152000;"diesel";2008
"Audi";"A4";26900;130;1896;224645;"diesel";2004
"Audi";"A4";44900;140;1968;152000;"diesel";2007
"Audi";"A4";43900;115;1986;116000;"diesel";2005
"Audi";"A4";84900;143;2000;124859;"diesel";2008
"Audi";"A4";28900;101;1896;197000;"diesel";2004
"Audi";"A4";26900;180;2496;2e+05;"diesel";2003
"Audi";"A4";26500;130;1896;193500;"diesel";2003
"Audi";"A4";47800;140;2000;128000;"diesel";2008
"Audi";"A4";33900;140;1968;224000;"diesel";2004
"Audi";"A4";47500;140;1968;212240;"diesel";2006
"Audi";"A4";68438.316;143;2000;192880;"diesel";2008
"Audi";"A4";27400;163;2500;109000;"diesel";2004
"Audi";"A4";66773.1824;141;2000;196000;"diesel";2008
"Audi";"A4";43900;136;2000;92000;"gasoline";2006
"Audi";"A4";44900;140;1968;173000;"diesel";2005
"Audi";"A4";44700;170;1968;205000;"diesel";2007
"Audi";"A4";86500;140;2000;82700;"diesel";2008
"Audi";"A4";27600;163;2500;185000;"diesel";2003
"Audi";"A4";34451.04;115;1896;87000;"diesel";2008
"Audi";"A4";54700;170;2000;204000;"diesel";2007
"Audi";"A4";128000;143;1968;14100;"diesel";2011
"Audi";"A4";32900;136;1968;208000;"diesel";2005
"Audi";"A4";72784.4472;143;2000;154860;"diesel";2008
"Audi";"A4";53597.868;140;2000;167115;"diesel";2006
"Audi";"A4";47736.9;170;1968;95000;"diesel";2007
"Audi";"A4";72500;140;2000;192000;"diesel";2008
"Audi";"A4";39500;140;2000;186000;"diesel";2005
"Audi";"A4";45500;140;1968;180000;"diesel";2006
"Audi";"A4";54500;140;1968;150600;"diesel";2007
"Audi";"A4";49000;140;2000;154000;"diesel";2006
"Audi";"A4";59900;220;2000;77000;"gasoline";2006
"Audi";"A4";94532.7704;170;2000;163000;"diesel";2008
"Audi";"A4";79900;143;1968;113200;"diesel";2009
"Audi";"A4";89900;146;1968;120000;"diesel";2008
"Audi";"A4";89900;146;1968;120000;"diesel";2008
"Audi";"A4";22000;101;1600;136000;"gasoline";2005
"Audi";"A4";139900;240;2967;17300;"diesel";2008
"Audi";"A4";27900;163;2496;235700;"diesel";2004
"Audi";"A4";54900;140;1968;206639;"diesel";2007
"Audi";"A4";25999;131;1900;190200;"diesel";2003
"Audi";"A4";86000;170;2000;28400;"diesel";2009
"Audi";"A4";66252;233;2995;1e+05;"diesel";2007
"Audi";"A4";55210;140;1995;110000;"diesel";2007
"Audi";"A4";59626.8;170;1995;1e+05;"diesel";2007
"Audi";"A4";88336;240;2967;80000;"diesel";2008
"Audi";"A4";119253.6;170;1968;15000;"diesel";2010
"Audi";"A4";159004.8;240;2967;25000;"diesel";2010
"Audi";"A4";114836.8;143;1968;25000;"diesel";2010
"Audi";"A4";132504;170;1968;15000;"diesel";2010
"Audi";"A4";30900;130;1896;172000;"diesel";2004
"Audi";"A4";34000;130;1900;134829;"diesel";2003
"Audi";"A4";39900;140;1968;159000;"diesel";2005
"Audi";"A4";24200;130;1900;206000;"diesel";2003
"Audi";"A4";74900;143;2000;145000;"diesel";2008
"Audi";"A4";29900;101;1900;230000;"diesel";2004
"Audi";"A4";35800;131;1900;168000;"diesel";2004
"Audi";"A4";79500;143;1968;70000;"diesel";2009
"Audi";"A4";33999;170;1968;118000;"diesel";2007
"Audi";"A4";79000;143;1968;136000;"diesel";2008
"Audi";"A4";46200;140;1968;184000;"diesel";2007
"Audi";"A4";30400;130;1896;224000;"diesel";2003
"Audi";"A4";138900;143;1968;10000;"diesel";2011
"Audi";"A4";27600;101;1896;191300;"diesel";2003
"Audi";"A4";37800;140;2000;143000;"diesel";2004
"Opel";"Astra";23500;100;1700;100557;"diesel";2007
"Opel";"Astra";39500;90;1300;32500;"diesel";2010
"Opel";"Astra";19500;80;1686;142000;"diesel";2004
"Opel";"Astra";27900;100;1686;179000;"diesel";2005
"Opel";"Astra";20900;95;1400;157000;"gasoline";2004
"Opel";"Astra";20900;100;1686;129000;"diesel";2004
"Opel";"Astra";19000;90;1400;65000;"gasoline";2004
"Opel";"Astra";22900;105;1600;147000;"gasoline";2004
"Opel";"Astra";40900;115;1598;16000;"gasoline";2010
"Opel";"Astra";33000;115;1598;34000;"gasoline";2008
"Opel";"Astra";34892.72;115;1598;15000;"gasoline";2010
"Opel";"Astra";30900;150;1910;98000;"diesel";2008
"Opel";"Astra";28900;120;1900;121000;"diesel";2007
"Opel";"Astra";31500;120;1900;138000;"diesel";2008
"Opel";"Astra";30500;120;1900;147000;"diesel";2008
"Opel";"Astra";22900;90;1364;58000;"gasoline";2005
"Opel";"Astra";25900;200;2000;110000;"gasoline";2005
"Opel";"Astra";18900;100;1686;148000;"diesel";2004
"Opel";"Astra";25900;110;1700;118000;"diesel";2008
"Opel";"Astra";21900;80;1686;164660;"diesel";2005
"Opel";"Astra";39900;90;1300;60710;"diesel";2009
"Opel";"Astra";12900;80;1686;126000;"diesel";2005
"Opel";"Astra";35900;120;1900;146000;"diesel";2008
"Opel";"Astra";26900;90;1300;161000;"diesel";2006
"Opel";"Astra";13900;80;1686;126000;"diesel";2005
"Opel";"Astra";10900;125;2172;108000;"diesel";2003
"Opel";"Astra";23500;90;1400;160000;"gasoline";2004
"Opel";"Astra";87000;241;1998;17100;"gasoline";2009
"Opel";"Astra";20900;100;1686;232000;"diesel";2006
"Opel";"Astra";36700;100;1686;92305;"diesel";2007
"Opel";"Astra";61900;100;1398;11250;"gasoline";2010
"Opel";"Astra";69000;115;1598;3950;"gasoline";2010
"Opel";"Astra";39900;90;1364;51500;"gasoline";2009
"Opel";"Astra";33900;90;1248;128500;"diesel";2007
"Opel";"Astra";19900;100;1700;179000;"diesel";2004
"Opel";"Astra";67900;110;1700;23000;"diesel";2010
"Opel";"Astra";17500;90;1364;116000;"gasoline";2005
"Opel";"Astra";15601.404;75;1199;120600;"gasoline";2003
"Opel";"Astra";22003.8;75;1686;140000;"diesel";2003
"Opel";"Astra";18440.604;101;1598;84000;"gasoline";2004
"Opel";"Astra";28900;80;1686;100176;"diesel";2008
"Opel";"Astra";30900;120;1910;107244;"diesel";2006
"Opel";"Astra";15047.76;75;1199;115000;"gasoline";2003
"Opel";"Astra";25538.604;105;1598;119000;"gasoline";2006
"Opel";"Astra";35900;90;1364;43800;"gasoline";2008
"Opel";"Astra";29900;100;1686;101800;"diesel";2006
"Opel";"Astra";19732.44;90;1364;110000;"gasoline";2005
"Opel";"Astra";11900;125;2171;192000;"diesel";2003
"Opel";"Astra";37900;110;1686;116000;"diesel";2008
"Opel";"Astra";20900;105;1400;80000;"gasoline";2006
"Opel";"Astra";44700;115;1598;1830;"gasoline";2011
"Opel";"Astra";12800;103;1598;178000;"gasoline";2003
"Opel";"Astra";45110;90;1400;100;"gasoline";2010
"Opel";"Astra";50630;90;1300;100;"diesel";2010
"Opel";"Astra";34500;125;1686;103025;"diesel";2008
"Opel";"Astra";28500;100;1686;131300;"diesel";2007
"Opel";"Astra";18440.604;90;1389;98000;"gasoline";2003
"Opel";"Astra";50395.8;90;1248;22000;"diesel";2009
"Opel";"Astra";43993.404;101;1686;32000;"diesel";2008
"Opel";"Astra";33928.44;105;1598;36000;"gasoline";2004
"Opel";"Astra";26958.204;80;1686;109000;"diesel";2005
"Opel";"Astra";69900;110;1686;9000;"diesel";2010
"Opel";"Astra";15900;80;1686;148000;"diesel";2006
"Opel";"Astra";21279.804;90;1364;149000;"gasoline";2007
"Opel";"Astra";18400;80;1686;118000;"diesel";2006
"Opel";"Astra";27900;100;1686;140000;"diesel";2007
"Opel";"Astra";24900;105;1600;95000;"gasoline";2004
"Opel";"Astra";34900;100;1686;144000;"diesel";2007
"Opel";"Astra";38900;90;1248;90000;"diesel";2008
"Opel";"Astra";36900;100;1686;103000;"diesel";2007
"Opel";"Astra";35900;120;1910;132000;"diesel";2006
"Opel";"Astra";34990;115;1600;84600;"gasoline";2008
"Opel";"Astra";25900;90;1300;171000;"diesel";2006
"Opel";"Astra";16900;90;1400;148000;"gasoline";2006
"Opel";"Astra";36900;100;1686;144000;"diesel";2007
"Opel";"Astra";49990;90;1248;21000;"diesel";2010
"Opel";"Astra";26990;120;1900;141500;"diesel";2006
"Opel";"Astra";25100;125;1700;68000;"diesel";2008
"Opel";"Astra";25100;125;1700;68000;"diesel";2008
"Opel";"Astra";26990;120;1910;141500;"diesel";2006
"Opel";"Astra";47000;115;1598;4000;"gasoline";2011
"Opel";"Astra";73000;140;1364;7480;"gasoline";2011
"Opel";"Astra";34900;125;1686;157225;"diesel";2008
"Opel";"Astra";29700;150;1910;132093;"diesel";2007
"Opel";"Astra";12500;90;1389;169000;"gasoline";2003
"Opel";"Astra";13300;90;1389;117000;"gasoline";2003
"Opel";"Astra";45700;115;1598;220;"gasoline";2011
"Opel";"Astra";16179;80;1700;230000;"diesel";2005
"Opel";"Astra";19106;80;1700;179000;"diesel";2006
"Opel";"Astra";22500;90;1400;161000;"gasoline";2005
"Opel";"Astra";23300;100;1686;137000;"diesel";2005
"Opel";"Astra";22900;100;1910;128000;"diesel";2007
"Opel";"Astra";16900;100;1995;177000;"diesel";2004
"Opel";"Astra";28900;150;1910;167000;"diesel";2008
"Opel";"Astra";41990;90;1396;10200;"gasoline";2010
"Opel";"Astra";24999;100;1686;99000;"diesel";2005
"Opel";"Astra";8900;120;1364;5000;"gasoline";2010
"Opel";"Astra";15800;75;1686;129000;"diesel";2004
"Opel";"Astra";21900;101;1700;132000;"diesel";2005
"Opel";"Astra";24700;110;1686;180000;"diesel";2008
"Opel";"Astra";68500;110;1686;16000;"diesel";2010
"Opel";"Astra";18500;100;1686;194000;"diesel";2007
"Opel";"Astra";21900;105;1598;186042;"gasoline";2004
"Opel";"Astra";47200;115;1598;2000;"gasoline";2011
"Opel";"Astra";26900;100;1686;138000;"diesel";2007
"Opel";"Astra";23900;100;1686;137000;"diesel";2004
"Opel";"Astra";24900;120;1910;152000;"diesel";2007
"Opel";"Astra";18900;80;1686;150000;"diesel";2007
"Opel";"Astra";38500;90;1400;34000;"gasoline";2008
"Opel";"Astra";46900;95;1248;24000;"diesel";2010
"Opel";"Astra";22900;90;1364;93524;"gasoline";2008
"Opel";"Astra";29098;90;1300;99000;"diesel";2006
"Opel";"Astra";21900;105;1598;99300;"gasoline";2007
"Opel";"Astra";22500;120;1910;85000;"diesel";2005
"Opel";"Astra";19700;100;1686;189;"diesel";2004
"Opel";"Astra";35900;110;1686;158531;"diesel";2009
"Opel";"Astra";18900;101;1598;87000;"gasoline";2003
"Opel";"Astra";47900;110;1686;9300;"diesel";2010
"Opel";"Astra";24900;90;1400;50290;"gasoline";2008
"Opel";"Astra";21900;90;1400;59054;"gasoline";2007
"Opel";"Astra";21900;90;1400;65742;"gasoline";2007
"Opel";"Astra";13200;90;1364;45000;"gasoline";2005
"Opel";"Astra";35500;110;1698;92000;"diesel";2009
"Opel";"Astra";36900;110;1686;162000;"diesel";2008
"Opel";"Astra";26900;150;1910;118000;"diesel";2005
"Opel";"Astra";49900;115;1686;13000;"diesel";2010
"Opel";"Astra";24900;100;1700;117000;"diesel";2004
"Opel";"Astra";33900;115;1598;75000;"gasoline";2008
"Opel";"Astra";27500;100;1686;197000;"diesel";2005
"Opel";"Astra";34800;100;1686;121000;"diesel";2008
"Opel";"Astra";25900;100;1686;91000;"diesel";2007
"Opel";"Astra";23500;120;1700;76000;"diesel";2007
"Opel";"Astra";32900;100;1910;43000;"diesel";2009
"Opel";"Astra";27900;90;1300;191000;"diesel";2007
"Opel";"Astra";30990;100;1700;105000;"diesel";2008
"Opel";"Astra";30900;100;1686;105000;"diesel";2008
"Opel";"Astra";16900;80;1700;158000;"diesel";2005
"Opel";"Astra";27200;120;1910;155000;"diesel";2007
"Opel";"Astra";21000;80;1686;156000;"diesel";2005
"Opel";"Astra";13700;75;1700;176000;"diesel";2003
"Opel";"Astra";23900;100;1910;161000;"diesel";2006
"Opel";"Astra";29999;101;1686;112000;"diesel";2008
"Opel";"Astra";22900;120;1900;169000;"diesel";2005
"Opel";"Astra";26900;150;1900;120000;"diesel";2007
"Opel";"Astra";29900;120;1910;124000;"diesel";2006
"Opel";"Astra";31500;120;1910;112000;"diesel";2007
"Opel";"Astra";21900;120;1900;209000;"diesel";2005
"Opel";"Astra";21900;80;1686;117000;"diesel";2004
"Opel";"Astra";28900;90;1300;87295;"diesel";2008
"Opel";"Astra";53900;100;1398;15800;"gasoline";2010
"Opel";"Astra";13900;75;1686;202945;"diesel";2003
"Opel";"Astra";64900;95;1300;5;"diesel";2010
"Opel";"Astra";34900;100;1700;109000;"diesel";2009
"Opel";"Astra";22500;90;1364;124270;"gasoline";2006
"Opel";"Astra";21900;105;1598;132000;"gasoline";2004
"Opel";"Astra";19900;80;1686;129000;"diesel";2006
"Opel";"Astra";23400;101;1686;111000;"diesel";2004
"Opel";"Astra";22900;101;1700;152000;"diesel";2004
"Opel";"Astra";26999;120;1910;92000;"diesel";2006
"Opel";"Astra";21500;105;1598;84000;"gasoline";2005
"Opel";"Astra";25900;120;1910;85000;"diesel";2005
"Opel";"Astra";29700;90;1364;109500;"gasoline";2006
"Opel";"Astra";36900;125;1686;9800;"diesel";2011
"Opel";"Astra";25600;80;1686;116200;"diesel";2008
"Opel";"Astra";45990;90;1364;12860;"gasoline";2010
"Opel";"Astra";45990;90;1364;17400;"gasoline";2010
"Opel";"Astra";22900;90;1248;136000;"diesel";2006
"Opel";"Astra";18617;90;1248;136000;"diesel";2006
"Opel";"Astra";32200;110;1686;54000;"diesel";2009
"Opel";"Astra";22900;129;1796;190000;"gasoline";2004
"Opel";"Astra";28900;80;1686;59000;"diesel";2009
"Opel";"Astra";46999;115;1598;34000;"gasoline";2010
"Opel";"Astra";31900;100;1686;118128;"diesel";2008
"Opel";"Astra";27500;100;1686;182650;"diesel";2008
"Opel";"Astra";27400;120;1910;155000;"diesel";2007
"Opel";"Astra";23500;120;1900;95000;"diesel";2007
"Opel";"Astra";22490;80;1686;119000;"diesel";2008
"Opel";"Astra";45700;115;1598;1190;"gasoline";2011
"Opel";"Astra";29900;90;1248;140000;"diesel";2007
"Opel";"Astra";47900;150;1910;55400;"diesel";2009
"Opel";"Astra";29700;125;1686;138000;"diesel";2008
"Opel";"Astra";23900;101;1700;127000;"diesel";2007
"Opel";"Astra";32114;180;1598;98000;"gasoline";2007
"Opel";"Astra";21056;90;1400;63000;"gasoline";2007
"Opel";"Astra";14700;115;1700;80000;"diesel";2005
"Opel";"Astra";18800;105;1600;132000;"gasoline";2004
"Opel";"Astra";39900;100;1700;64000;"diesel";2009
"Opel";"Astra";24900;80;1700;71000;"diesel";2007
"Opel";"Astra";42700;90;1364;14850;"gasoline";2010
"Opel";"Astra";33900;100;1686;128000;"diesel";2007
"Opel";"Astra";53500;115;1600;5;"gasoline";2011
"Opel";"Astra";57500;115;1600;5;"gasoline";2011
"Opel";"Astra";29900;100;1686;170000;"diesel";2008
"Opel";"Astra";29300;100;1700;74490;"diesel";2008
"Opel";"Astra";21900;90;1248;176000;"diesel";2006
"Opel";"Astra";81200;110;1686;6700;"diesel";2011
"Opel";"Astra";25800;101;1600;76000;"gasoline";2004
"Opel";"Astra";35900;115;1598;40000;"gasoline";2007
"Opel";"Astra";23900;90;1300;176000;"diesel";2006
"Opel";"Astra";35900;120;1910;131000;"diesel";2007
"Kia";"Cee'd";53900;90;1591;12126;"diesel";2011
"Kia";"Cee'd";35900;122;1591;25000;"gasoline";2008
"Kia";"Cee'd";32636.604;109;1396;55000;"gasoline";2008
"Kia";"Cee'd";47500;115;1600;20800;"diesel";2010
"Kia";"Cee'd";47500;115;1600;23000;"diesel";2010
"Kia";"Cee'd";55364.4;90;1396;1;"gasoline";2010
"Kia";"Cee'd";31900;90;1600;126000;"diesel";2008
"Kia";"Cee'd";48900;90;1600;25000;"diesel";2010
"Kia";"Cee'd";41900;109;1400;24000;"gasoline";2010
"Kia";"Cee'd";40900;109;1400;24000;"gasoline";2010
"Kia";"Cee'd";26900;109;1400;106000;"gasoline";2007
"Kia";"Cee'd";41900;109;1400;22000;"gasoline";2010
"Kia";"Cee'd";48900;90;1600;28000;"diesel";2010
"Kia";"Cee'd";27300;90;1582;130000;"diesel";2007
"Kia";"Cee'd";45990;90;1400;4500;"gasoline";2011
"Kia";"Cee'd";39000;122;1591;30289;"gasoline";2008
"Kia";"Cee'd";34490;122;1591;26568;"gasoline";2007
"Kia";"Cee'd";34900;90;1600;60000;"diesel";2009
"Kia";"Cee'd";28500;90;1582;70000;"diesel";2009
"Kia";"Cee'd";52600;126;1591;3000;"gasoline";2011
"Kia";"Cee'd";49900;126;1600;8500;"gasoline";2011
"Kia";"Cee'd";41900;90;1600;53000;"diesel";2009
"Kia";"Cee'd";47900;90;1600;24000;"diesel";2010
"Kia";"Cee'd";32900;90;1600;92000;"diesel";2008
"Kia";"Cee'd";34900;90;1600;72000;"diesel";2008
"Kia";"Cee'd";29900;109;1400;57000;"gasoline";2008
"Kia";"Cee'd";40900;90;1600;70000;"diesel";2009
"Kia";"Cee'd";64000;115;1600;915;"diesel";2011
"Kia";"Cee'd";41500;90;1582;16800;"diesel";2009
"Kia";"Cee'd";27500;90;1582;181000;"diesel";2007
"Kia";"Cee'd";38500;115;1582;64000;"diesel";2008
"Kia";"Cee'd";33900;90;1600;80000;"diesel";2008
"Kia";"Cee'd";46900;90;1600;41000;"diesel";2010
"Kia";"Cee'd";32990;115;1582;82700;"diesel";2008
"Kia";"Cee'd";47500;90;1396;6353;"gasoline";2010
"Kia";"Cee'd";46500;109;1400;1700;"gasoline";2011
"Kia";"Cee'd";41990;90;1396;11500;"gasoline";2010
"Kia";"Cee'd";55900;115;1600;12000;"diesel";2010
"Kia";"Cee'd";28345.6237;126;1591;99000;"gasoline";2009
"Kia";"Cee'd";31300;115;1582;129260;"diesel";2008
"Kia";"Cee'd";29900;90;1582;86780;"diesel";2007
"Kia";"Cee'd";58500;116;1582;15389;"diesel";2010
"Kia";"Cee'd";39919;90;1582;29400;"diesel";2010
"Kia";"Cee'd";29900;109;1396;62000;"gasoline";2009
"Kia";"Cee'd";24230;90;1582;80000;"diesel";2008
"Kia";"Cee'd";61900;115;1582;390;"diesel";2011
"Kia";"Cee'd";62400;115;1582;5740;"diesel";2011
"Kia";"Cee'd";51200;126;1591;2640;"gasoline";2011
"Kia";"Cee'd";33900;122;1600;27500;"gasoline";2008
"Kia";"Cee'd";34500;126;1600;23214;"gasoline";2010
"Kia";"Cee'd";36000;140;1991;102000;"diesel";2007
"Kia";"Cee'd";21900;90;1582;170000;"diesel";2007
"Kia";"Cee'd";45600;90;1396;11300;"gasoline";2011
"Kia";"Cee'd";45500;126;1591;17952;"gasoline";2010
"Kia";"Cee'd";33900;90;1582;90595;"diesel";2008
"Kia";"Cee'd";33900;115;1600;88053;"diesel";2008
"Kia";"Cee'd";26900;115;1582;186000;"diesel";2008
"Kia";"Cee'd";33999;109;1396;44000;"gasoline";2009
"Kia";"Cee'd";48700;115;1600;12000;"diesel";2010
"Kia";"Cee'd";36900;90;1582;41000;"diesel";2009
"Kia";"Cee'd";33900;115;1600;110000;"diesel";2008
"Kia";"Cee'd";28500;122;1591;110000;"gasoline+LPG";2007
"Kia";"Cee'd";59000;126;1600;7000;"gasoline";2011
"Kia";"Cee'd";59900;115;1600;5600;"diesel";2011
"Kia";"Cee'd";48000;126;1600;16950;"gasoline";2011
"Kia";"Cee'd";25493.9;109;1396;10947;"gasoline";2009
"Kia";"Cee'd";36900;90;1582;31000;"diesel";2009
"Kia";"Cee'd";32900;90;1600;84000;"diesel";2008
"Kia";"Cee'd";39900;116;1600;9500;"diesel";2010
"Kia";"Cee'd";39181.9;125;1591;13000;"gasoline";2009
"Kia";"Cee'd";45900;90;1582;33000;"diesel";2010
"Kia";"Cee'd";47800;90;1396;19000;"gasoline";2011
"Kia";"Cee'd";28345.4526;126;1600;99000;"gasoline";2009
"Kia";"Cee'd";24809.5;125;1591;29000;"gasoline";2010
"Kia";"Cee'd";24900;115;1600;139000;"diesel";2008
"Kia";"Cee'd";69700;128;1582;5500;"diesel";2011
"Kia";"Cee'd";25122;90;1600;92000;"diesel";2008
"Kia";"Cee'd";58400;115;1600;10135;"diesel";2011
"Kia";"Cee'd";41900;90;1582;55322;"diesel";2009
"Kia";"Cee'd";38400;90;1582;64109;"diesel";2009
"Kia";"Cee'd";31900;115;1600;162000;"diesel";2007
"Kia";"Cee'd";34205.6276;90;1600;25000;"diesel";2011
"Kia";"Cee'd";34900;115;1582;45000;"diesel";2008
"Kia";"Cee'd";42900;90;1600;47000;"diesel";2009
"Kia";"Cee'd";34900;122;1591;62500;"gasoline";2008
"Kia";"Cee'd";30626.9;90;1582;73000;"diesel";2008
"Kia";"Cee'd";31900;115;1582;128000;"diesel";2008
"Kia";"Cee'd";42500;126;1591;51000;"gasoline";2010
"Kia";"Cee'd";38900;109;1400;24000;"gasoline";2010
"Kia";"Cee'd";49900;126;1591;1350;"gasoline";2011
"Kia";"Cee'd";45900;126;1591;22300;"gasoline";2010
"Kia";"Cee'd";26500;90;1582;89000;"diesel";2008
"Kia";"Cee'd";19900;116;1582;146489;"diesel";2007
"Kia";"Cee'd";19819.0263;114;1582;145000;"diesel";2007
"Kia";"Cee'd";34048.9;121;1591;33292;"gasoline";2007
"Kia";"Cee'd";44600;115;1582;26000;"diesel";2010
"Kia";"Cee'd";26900;90;1582;71000;"diesel";2009
"Kia";"Cee'd";32400;90;1582;74173;"diesel";2009
"Kia";"Cee'd";39400;90;1582;55614;"diesel";2009
"Kia";"Cee'd";32900;109;1396;41900;"gasoline";2009
"Kia";"Cee'd";18803.89;90;1396;15000;"diesel";2010
"Kia";"Cee'd";28400;115;1582;68000;"diesel";2008
"Kia";"Cee'd";26850;90;1582;111500;"diesel";2008
"Kia";"Cee'd";31600;90;1582;83000;"diesel";2007
"Kia";"Cee'd";38480.39;114;1582;83325;"diesel";2009
"Kia";"Cee'd";1026.6;116;1582;28000;"diesel";2008
"Kia";"Cee'd";29900;110;1600;6500;"diesel";2010
"Kia";"Cee'd";22670.75;126;1591;164300;"gasoline";2007
"Kia";"Cee'd";35976;90;1396;6500;"gasoline";2011
"Kia";"Cee'd";49919;115;1582;18300;"diesel";2011
"Kia";"Cee'd";49800;126;1591;5300;"gasoline";2011
"Kia";"Cee'd";33999;90;1600;16000;"diesel";2011
"Kia";"Cee'd";45000;90;1582;1600;"diesel";2009
"Kia";"Cee'd";40500;90;1582;37500;"diesel";2009
"Kia";"Cee'd";28900;90;1600;140000;"diesel";2007
"Kia";"Cee'd";32000;126;1600;43800;"gasoline";2008
"Kia";"Cee'd";33900;115;1600;128000;"diesel";2008
"Kia";"Cee'd";41900;109;1396;26800;"gasoline";2010
"Kia";"Cee'd";48800;90;1582;31000;"diesel";2010
"Kia";"Cee'd";59990;115;1582;10000;"diesel";2011
"Kia";"Cee'd";20900;90;1582;173000;"diesel";2007
"Kia";"Cee'd";52900;90;1582;14000;"diesel";2011
"Kia";"Cee'd";33900;115;1582;27500;"diesel";2008
"Kia";"Cee'd";29069.89;109;1396;141000;"gasoline";2008
"Kia";"Cee'd";27204.9;116;1598;28548;"diesel";2009
"Kia";"Cee'd";64500;115;1600;7700;"diesel";2011
"Kia";"Cee'd";27500;115;1600;91000;"diesel";2007
"Kia";"Cee'd";27900;116;1600;7000;"diesel";2010
"Kia";"Cee'd";63000;115;1600;1803;"diesel";2011
"Kia";"Cee'd";35900;90;1600;14600;"diesel";2010
"Kia";"Cee'd";49900;126;1591;4100;"gasoline";2011
"Kia";"Cee'd";46400;90;1396;4800;"gasoline";2011
"Kia";"Cee'd";46400;90;1396;5910;"gasoline";2011
"Kia";"Cee'd";41700;126;1591;69000;"gasoline";2010
