"Make";"Model";"Price";"HP";"Capacity";"Mileage";"Fuel";"Production"
"Kia";"Cee'd";29900;115;1600;38500;"diesel";2008
"Kia";"Cee'd";26900;90;1582;86000;"diesel";2008
"Kia";"Cee'd";14900;105;1599;158500;"gasoline";2005
"Kia";"Cee'd";28200;115;1600;97000;"diesel";2007
"Kia";"Cee'd";31900;109;1396;37109;"gasoline";2008
"Kia";"Cee'd";29900;110;1400;41000;"gasoline";2009
"Kia";"Cee'd";49000;115;1582;4600;"diesel";2011
"Kia";"Cee'd";36500;109;1400;34500;"gasoline+LPG";2009
"Kia";"Cee'd";32000;115;1582;37000;"diesel";2009
"Kia";"Cee'd";62500;115;1582;12000;"diesel";2011
"Kia";"Cee'd";38900;116;1582;48000;"diesel";2010
"Kia";"Cee'd";35900;115;1582;71000;"diesel";2009
"Kia";"Cee'd";38900;90;1582;62492;"diesel";2009
"Kia";"Cee'd";30900;122;1591;58000;"gasoline";2007
"Kia";"Cee'd";53599;126;1591;2100;"gasoline";2011
"Kia";"Cee'd";68310;128;1582;3200;"diesel";2011
"Kia";"Cee'd";44900;90;1396;2400;"gasoline";2011
"Kia";"Cee'd";29400;115;1582;38000;"diesel";2009
"Kia";"Cee'd";19800;115;1582;166000;"diesel";2007
"Kia";"Cee'd";39900;126;1600;65800;"gasoline";2009
"Kia";"Cee'd";30500;115;1600;147222;"diesel";2008
"Kia";"Cee'd";52560;126;1591;8;"gasoline";2011
"Kia";"Cee'd";41700;126;1591;69000;"gasoline";2010
"Kia";"Cee'd";13900;115;1582;129000;"diesel";2009
"Kia";"Cee'd";23000;115;1582;147000;"diesel";2007
"Kia";"Cee'd";65900;115;1582;8000;"diesel";2011
"Kia";"Cee'd";29900;109;1396;48600;"gasoline+LPG";2008
"Kia";"Cee'd";29900;109;1396;48500;"gasoline";2008
"Kia";"Cee'd";24000;126;1600;9400;"gasoline";2010
"Kia";"Cee'd";23500;143;1975;80000;"gasoline";2008
"Kia";"Cee'd";37800;126;1591;8000;"gasoline";2010
"Kia";"Cee'd";25493.9;116;1600;142000;"diesel";2008
"Kia";"Cee'd";27803.75;125;1598;141000;"gasoline";2008
"Kia";"Cee'd";39181.9;116;1582;68208;"diesel";2008
"Kia";"Cee'd";32900;116;1582;90000;"diesel";2009
"Kia";"Cee'd";29900;90;1582;107000;"diesel";2007
"Kia";"Cee'd";35500;122;1591;60000;"gasoline";2008
"Kia";"Cee'd";33900;115;1600;77500;"diesel";2008
"Kia";"Cee'd";25900;110;1600;81000;"diesel";2007
"Kia";"Cee'd";30999;109;1400;33000;"gasoline";2008
"Kia";"Cee'd";20900;115;1600;78000;"diesel";2008
"Kia";"Cee'd";28358.114;90;1396;68000;"gasoline";2010
"Kia";"Cee'd";28709.2;116;1582;24500;"diesel";2010
"Kia";"Cee'd";33900;90;1582;90595;"diesel";2008
"Kia";"Cee'd";64500;115;1582;250;"diesel";2011
"Kia";"Cee'd";31700;109;1400;39000;"gasoline";2009
"Kia";"Cee'd";32000;122;1591;20213;"gasoline";2008
"Kia";"Cee'd";27900;90;1582;80000;"diesel";2007
"Kia";"Cee'd";60000;115;1582;7000;"diesel";2011
"Kia";"Cee'd";18900;115;1582;154200;"diesel";2007
"Kia";"Cee'd";28500;109;1396;73000;"gasoline";2008
"Kia";"Cee'd";14700;115;1582;34000;"diesel";2009
"Kia";"Cee'd";42000;115;1582;106200;"diesel";2009
"Kia";"Cee'd";35000;122;1591;48000;"gasoline+LPG";2008
"Kia";"Cee'd";27500;90;1582;64000;"diesel";2007
"Kia";"Cee'd";26000;115;1582;54500;"diesel";2009
"Kia";"Cee'd";26900;90;1582;94000;"diesel";2007
"Kia";"Cee'd";29900;90;1600;35000;"diesel";2008
"Kia";"Cee'd";44900;128;1582;90000;"diesel";2011
"Kia";"Cee'd";25400;109;1396;97100;"gasoline";2008
"Kia";"Cee'd";20514.89;114;1582;148000;"diesel";2007
"Kia";"Cee'd";39500;90;1396;3500;"gasoline";2010
"Kia";"Cee'd";29900;109;1400;88000;"gasoline+LPG";2008
"Kia";"Cee'd";24400;90;1582;65000;"diesel";2009
"Kia";"Cee'd";29999;126;1600;140000;"gasoline";2008
"Kia";"Cee'd";16900;90;1396;9900;"gasoline";2010
"Opel";"Corsa";13450;70;1248;190000;"diesel";2004
"Opel";"Corsa";25990;75;1300;84000;"diesel";2008
"Opel";"Corsa";17990;80;1229;48606;"gasoline";2007
"Opel";"Corsa";23999;60;998;63000;"gasoline";2009
"Opel";"Corsa";16500;101;1700;118000;"diesel";2006
"Opel";"Corsa";27900;80;1229;73500;"gasoline";2007
"Opel";"Corsa";23999;90;1364;40000;"gasoline";2009
"Opel";"Corsa";18800;69;1248;76000;"diesel";2006
"Opel";"Corsa";26900;125;1686;129100;"diesel";2007
"Opel";"Corsa";29900;75;1248;76800;"diesel";2007
"Opel";"Corsa";16700;75;1248;150000;"diesel";2007
"Opel";"Corsa";11400;75;1199;92000;"gasoline";2003
"Opel";"Corsa";18900;75;1248;170000;"diesel";2007
"Opel";"Corsa";16500;70;1300;151000;"diesel";2003
"Opel";"Corsa";17021.004;80;1229;92000;"gasoline";2005
"Opel";"Corsa";15400;60;1000;102000;"gasoline";2006
"Opel";"Corsa";21900;75;1248;66000;"diesel";2007
"Opel";"Corsa";11900;60;998;119000;"gasoline";2004
"Opel";"Corsa";23990;75;1248;77000;"diesel";2008
"Opel";"Corsa";22900;75;1248;60200;"diesel";2008
"Opel";"Corsa";20900;75;1248;130000;"diesel";2007
"Opel";"Corsa";24990;75;1248;77300;"diesel";2008
"Opel";"Corsa";23900;80;1200;68000;"gasoline";2007
"Opel";"Corsa";8517.585804;65;1686;212000;"diesel";2003
"Opel";"Corsa";29101.8;80;1229;76600;"gasoline";2007
"Opel";"Corsa";19150.404;69;1248;128000;"diesel";2004
"Opel";"Corsa";17021.004;69;1248;126;"diesel";2003
"Opel";"Corsa";20570.004;80;1229;97000;"gasoline";2005
"Opel";"Corsa";24400;70;1248;81000;"diesel";2006
"Opel";"Corsa";53930.604;150;1598;4000;"gasoline";2008
"Opel";"Corsa";33800;90;1248;60000;"diesel";2008
"Opel";"Corsa";48200;85;1229;1000;"gasoline";2011
"Opel";"Corsa";36500;85;1200;105;"gasoline";2011
"Opel";"Corsa";19990;75;1248;122500;"diesel";2008
"Opel";"Corsa";39580;60;1000;100;"gasoline";2010
"Opel";"Corsa";49050;75;1300;100;"diesel";2010
"Opel";"Corsa";22900;75;1248;99000;"diesel";2008
"Opel";"Corsa";36767.64;90;1248;48500;"diesel";2007
"Opel";"Corsa";11900;75;1700;124000;"diesel";2003
"Opel";"Corsa";26000;80;1229;54000;"gasoline";2007
"Opel";"Corsa";17730.804;75;1199;107000;"gasoline";2003
"Opel";"Corsa";25900;75;1248;98500;"diesel";2008
"Opel";"Corsa";24900;75;1248;60000;"diesel";2009
"Opel";"Corsa";25900;75;1248;138000;"diesel";2009
"Opel";"Corsa";11500;60;1000;64500;"gasoline";2004
"Opel";"Corsa";18900;80;1200;87000;"gasoline";2004
"Opel";"Corsa";33990;70;1229;18700;"gasoline";2010
"Opel";"Corsa";15000;70;1248;106000;"diesel";2005
"Opel";"Corsa";14500;75;1686;180300;"diesel";2003
"Opel";"Corsa";30900;80;1229;74820;"gasoline";2009
"Opel";"Corsa";26950;60;998;22000;"gasoline";2008
"Opel";"Corsa";14000;70;1248;126000;"diesel";2006
"Opel";"Corsa";13700;70;1248;150000;"diesel";2006
"Opel";"Corsa";13659;70;1300;198000;"diesel";2006
"Opel";"Corsa";14878;70;1300;149400;"diesel";2005
"Opel";"Corsa";25935;75;1300;85000;"diesel";2007
"Opel";"Corsa";12500;65;1686;145000;"diesel";2003
"Opel";"Corsa";25100;80;1229;126000;"gasoline";2007
"Opel";"Corsa";14500;75;1700;152000;"diesel";2003
"Opel";"Corsa";16900;75;1300;83000;"diesel";2005
"Opel";"Corsa";47202.3416;76;1300;53000;"diesel";2010
"Opel";"Corsa";28900;80;1229;41300;"gasoline";2008
"Opel";"Corsa";15900;70;1248;109000;"diesel";2004
"Opel";"Corsa";27900;75;1248;115000;"diesel";2008
"Opel";"Corsa";25500;75;1248;179000;"diesel";2008
"Opel";"Corsa";22500;90;1300;143000;"diesel";2008
"Opel";"Corsa";15900;75;1199;117000;"gasoline";2004
"Opel";"Corsa";19999;75;1300;93000;"diesel";2006
"Opel";"Corsa";16500;70;1248;170000;"diesel";2003
"Opel";"Corsa";46900;100;1398;4100;"gasoline";2011
"Opel";"Corsa";28900;75;1248;42000;"diesel";2009
"Opel";"Corsa";29600;75;1248;36000;"diesel";2008
"Opel";"Corsa";22900;75;1300;167000;"diesel";2007
"Opel";"Corsa";26400;75;1248;165000;"diesel";2008
"Opel";"Corsa";28900;90;1300;90910;"diesel";2007
"Opel";"Corsa";11000;60;1000;150000;"gasoline";2004
"Opel";"Corsa";37900;86;1229;29500;"gasoline";2010
"Opel";"Corsa";45000;84;1229;2000;"gasoline";2011
"Opel";"Corsa";19900;70;1248;102000;"diesel";2006
"Opel";"Corsa";14900;75;1300;87000;"diesel";2005
"Opel";"Corsa";27500;80;1200;61000;"gasoline";2007
"Opel";"Corsa";22900;75;1248;136200;"diesel";2008
"Opel";"Corsa";22400;60;998;48200;"gasoline";2007
"Opel";"Corsa";11700;60;998;70000;"gasoline";2003
"Opel";"Corsa";21500;100;1248;172000;"diesel";2008
"Opel";"Corsa";13500;90;1300;60000;"diesel";2007
"Opel";"Corsa";25900;60;998;38000;"gasoline";2007
"Opel";"Corsa";15600;70;1300;68700;"diesel";2006
"Opel";"Corsa";13990;70;1248;126000;"diesel";2004
"Opel";"Corsa";14900;75;1200;132000;"gasoline";2003
"Opel";"Corsa";9400;75;1199;70000;"gasoline";2004
"Opel";"Corsa";12000;80;1229;16000;"gasoline";2009
"Opel";"Corsa";12900;70;1248;163000;"diesel";2005
"Opel";"Corsa";24900;75;1300;70000;"diesel";2007
"Opel";"Corsa";18990;75;1300;56000;"diesel";2005
"Opel";"Corsa";43900;100;1398;200;"gasoline";2011
"Opel";"Corsa";11600;70;1300;144000;"diesel";2004
"Opel";"Corsa";21870;75;1300;132000;"gasoline";2007
"Opel";"Corsa";19919;75;1248;156800;"diesel";2007
"Opel";"Corsa";24500;75;1248;156800;"diesel";2007
"Opel";"Corsa";14400;80;1229;87000;"gasoline";2006
"Opel";"Corsa";26500;75;1300;42000;"diesel";2007
"Opel";"Corsa";15900;60;998;130000;"gasoline";2005
"Opel";"Corsa";19999;70;1248;137000;"diesel";2006
"Opel";"Corsa";16500;70;1248;178000;"diesel";2005
"Opel";"Corsa";11900;60;998;140635;"gasoline";2004
"Opel";"Corsa";42990;192;1600;48000;"gasoline";2008
"Opel";"Corsa";44490;192;1598;48000;"gasoline";2008
"Opel";"Corsa";20732;75;1300;40000;"diesel";2008
"Opel";"Corsa";37900;95;1248;8300;"diesel";2010
"Opel";"Corsa";14900;70;1248;163000;"diesel";2004
"Opel";"Corsa";12800;60;998;107000;"gasoline";2005
"Opel";"Corsa";14800;100;1700;159000;"diesel";2004
"Opel";"Corsa";19500;60;998;96470;"gasoline";2006
"Opel";"Corsa";29900;75;1248;92200;"diesel";2008
"Opel";"Corsa";26800;90;1248;28000;"diesel";2008
"Opel";"Corsa";16499;125;1800;121000;"gasoline+LPG";2005
"Opel";"Corsa";24800;80;1229;9000;"gasoline";2008
"Opel";"Corsa";25500;75;1248;143000;"diesel";2008
"Opel";"Corsa";10800;58;973;143000;"gasoline";2003
"Opel";"Corsa";16200;100;1686;143000;"diesel";2003
"Opel";"Corsa";7900;60;998;172000;"gasoline";2004
"Opel";"Corsa";32900;75;1300;54000;"diesel";2006
"Opel";"Corsa";27500;86;1200;23000;"gasoline";2009
"Opel";"Corsa";29942.5;86;1229;12;"gasoline";2011
"Opel";"Corsa";33364.5;86;1229;13;"gasoline";2011
"Opel";"Corsa";19430;60;998;106000;"gasoline";2007
"Opel";"Corsa";24400;60;998;107000;"gasoline";2007
"Opel";"Corsa";27900;75;1248;121800;"diesel";2007
"Opel";"Corsa";11900;75;1686;162000;"diesel";2003
"Opel";"Corsa";11900;60;998;73000;"gasoline";2004
"Opel";"Corsa";47000;100;1398;11500;"gasoline+LPG";2011
"Opel";"Corsa";29900;80;1200;15000;"gasoline";2009
"Opel";"Corsa";35400;86;1200;21400;"gasoline";2010
"Opel";"Corsa";11800;60;998;76800;"gasoline";2003
"Opel";"Corsa";43495;85;1200;1;"gasoline";2011
"Opel";"Corsa";22900;75;1300;120000;"diesel";2007
"Opel";"Corsa";18300;75;1300;49000;"diesel";2007
"Opel";"Corsa";14500;70;1199;155000;"gasoline";2003
"Opel";"Corsa";13245.9832;75;1248;158673;"diesel";2007
"Opel";"Corsa";18617;65;1000;111000;"gasoline";2006
"Opel";"Corsa";35900;85;1200;31000;"gasoline";2010
"Opel";"Corsa";43800;85;1229;6400;"gasoline";2011
"Opel";"Corsa";27900;75;1248;67400;"diesel";2008
"Opel";"Corsa";12200;75;1248;11378;"diesel";2010
"Opel";"Corsa";23900;75;1300;105000;"diesel";2007
"Opel";"Corsa";28600;125;1700;107000;"diesel";2007
"Opel";"Corsa";11900;65;1686;127000;"diesel";2003
"Opel";"Corsa";33990;70;1229;18700;"gasoline";2010
"Opel";"Corsa";24700;80;1229;74000;"gasoline";2007
"Opel";"Corsa";25900;80;1229;74000;"gasoline";2007
"Opel";"Corsa";28500;75;1248;6500;"diesel";2011
"Opel";"Corsa";26700;80;1229;93973;"gasoline";2008
"Opel";"Corsa";33500;86;1229;18600;"gasoline";2011
"Opel";"Corsa";17900;69;1248;121000;"diesel";2005
"Opel";"Corsa";12700;75;1200;117000;"gasoline";2004
"Opel";"Corsa";27700;75;1300;83000;"diesel";2008
"Opel";"Corsa";11900;70;1248;114000;"diesel";2004
"Opel";"Corsa";34900;95;1300;24000;"diesel";2010
"Opel";"Corsa";13000;80;1200;106000;"gasoline";2005
"Opel";"Corsa";22900;80;1200;137000;"gasoline";2009
"Opel";"Corsa";13990;70;1300;149000;"diesel";2004
"Opel";"Corsa";29900;75;1248;53000;"diesel";2009
"Opel";"Corsa";15900;70;1300;132000;"diesel";2004
"Opel";"Corsa";23600;80;1200;36000;"gasoline";2007
"Opel";"Corsa";20900;75;1248;184800;"diesel";2006
"Opel";"Corsa";25600;75;1248;88000;"diesel";2007
"Opel";"Corsa";29500;80;1229;5000;"gasoline";2008
"Opel";"Corsa";39900;75;1364;2350;"diesel";2011
"Opel";"Corsa";27900;75;1248;75700;"diesel";2008
"Opel";"Corsa";14900;75;1200;85000;"gasoline";2003
"Opel";"Corsa";15900;80;1229;75100;"gasoline";2006
"Opel";"Corsa";44900;85;1229;6600;"gasoline";2011
"Opel";"Corsa";11900;70;1248;145000;"diesel";2003
"Opel";"Corsa";19900;86;1229;39000;"gasoline";2010
"Opel";"Corsa";12900;58;1000;72000;"gasoline";2003
"Opel";"Corsa";15900;58;1000;80000;"gasoline";2003
"Opel";"Corsa";9900;65;1686;128000;"diesel";2003
"Opel";"Corsa";37900;75;1248;18500;"diesel";2010
"Opel";"Corsa";39900;75;1248;8875;"diesel";2011
"Opel";"Corsa";34400;80;1229;19000;"gasoline";2009
"Opel";"Corsa";29900;115;1300;133000;"diesel";2007
"Opel";"Corsa";12900;80;1700;148000;"diesel";2003
"Opel";"Corsa";28900;100;1400;2300;"gasoline";2010
"Opel";"Corsa";13900;70;1248;126000;"diesel";2004
"Opel";"Corsa";8536;75;1199;182000;"gasoline";2004
"Opel";"Corsa";25900;80;1200;64000;"gasoline";2007
"Opel";"Corsa";10000;70;1300;157000;"diesel";2004
"Opel";"Corsa";43900;86;1229;15600;"gasoline";2011
"Opel";"Corsa";32900;95;1300;43000;"diesel";2009
"Opel";"Corsa";24900;75;1248;170000;"diesel";2007
"Opel";"Corsa";20900;60;1000;91324;"gasoline";2007
"Opel";"Corsa";23900;60;1000;106000;"gasoline";2007
"Opel";"Corsa";14900;75;1200;79000;"gasoline";2004
"Opel";"Corsa";13900;60;1000;59000;"gasoline";2004
"Opel";"Corsa";47900;100;1400;5000;"gasoline";2011
"Opel";"Corsa";32900;75;1248;47500;"diesel";2009
"Opel";"Corsa";22071.9;80;1229;124000;"gasoline";2009
"Opel";"Corsa";17800;70;1248;137000;"diesel";2006
"Opel";"Corsa";12900;60;998;84000;"gasoline";2005
"Volkswagen";"Golf";36504;140;1968;112530;"diesel";2008
"Volkswagen";"Golf";44900;105;1896;119100;"diesel";2008
"Volkswagen";"Golf";59900;90;1598;21983;"diesel";2010
"Volkswagen";"Golf";30900;122;1390;143000;"gasoline";2009
"Volkswagen";"Golf";35900;105;1896;85000;"diesel";2008
"Volkswagen";"Golf";39999;105;1200;45500;"gasoline";2009
"Volkswagen";"Golf";36500;140;1968;136000;"diesel";2008
"Volkswagen";"Golf";116422;270;1984;1590;"gasoline";2011
"Volkswagen";"Golf";27999;194;1968;211000;"diesel";2004
"Volkswagen";"Golf";30000;270;1984;25000;"gasoline";2010
"Volkswagen";"Golf";49800;140;1968;127000;"diesel";2008
"Volkswagen";"Golf";19800;75;1390;140000;"gasoline";2003
"Volkswagen";"Golf";34900;105;1900;147500;"diesel";2008
"Volkswagen";"Golf";22500;101;1896;98000;"diesel";2005
"Volkswagen";"Golf";39000;122;1390;53300;"gasoline";2008
"Volkswagen";"Golf";31500;105;1900;44000;"diesel";2007
"Volkswagen";"Golf";49900;110;2000;65000;"diesel";2009
"Volkswagen";"Golf";19900;68;1896;116860;"diesel";2004
"Volkswagen";"Golf";32500;105;1896;171000;"diesel";2006
"Volkswagen";"Golf";48900;140;2000;87400;"diesel";2008
"Volkswagen";"Golf";25900;75;1390;79100;"gasoline";2004
"Volkswagen";"Golf";44900;105;1900;99000;"diesel";2007
"Volkswagen";"Golf";37900;90;1896;67040;"diesel";2007
"Volkswagen";"Golf";18900;105;1900;130000;"diesel";2004
"Volkswagen";"Golf";26999;75;1390;62000;"gasoline";2006
"Volkswagen";"Golf";42573.804;80;1390;63000;"gasoline";2008
"Volkswagen";"Golf";45285.24;105;1896;139000;"diesel";2005
"Volkswagen";"Golf";22699.404;101;1896;163500;"diesel";2003
"Volkswagen";"Golf";35900;105;1896;155000;"diesel";2007
"Volkswagen";"Golf";33900;105;1900;155000;"diesel";2007
"Volkswagen";"Golf";32650.8;101;1899;248500;"diesel";2004
"Volkswagen";"Golf";38500;102;1595;18390;"gasoline";2008
"Volkswagen";"Golf";27700;105;1896;156000;"diesel";2004
"Volkswagen";"Golf";36767.64;109;1897;68000;"diesel";2004
"Volkswagen";"Golf";24800;90;1900;2e+05;"diesel";2005
"Volkswagen";"Golf";30365.244;102;1595;79000;"gasoline";2005
"Volkswagen";"Golf";28950;105;1896;121000;"diesel";2005
"Volkswagen";"Golf";84000;140;1968;10000;"diesel";2010
"Volkswagen";"Golf";39900;105;1900;139000;"diesel";2008
"Volkswagen";"Golf";64700;105;1598;25000;"diesel";2010
"Volkswagen";"Golf";33500;105;1900;218000;"diesel";2004
"Volkswagen";"Golf";67500;105;1197;24000;"gasoline";2010
"Volkswagen";"Golf";29000;105;1896;198597;"diesel";2004
"Volkswagen";"Golf";13000;75;1400;185000;"gasoline";2003
"Volkswagen";"Golf";38600;105;1900;153000;"diesel";2008
"Volkswagen";"Golf";39900;200;1984;120800;"gasoline";2005
"Volkswagen";"Golf";29900;105;1896;137000;"diesel";2004
"Volkswagen";"Golf";42600;80;1390;11400;"gasoline";2009
"Volkswagen";"Golf";62800;140;2000;43000;"diesel";2009
"Volkswagen";"Golf";19900;100;1900;157000;"diesel";2004
"Volkswagen";"Golf";40569;150;1800;23000;"gasoline";2007
"Volkswagen";"Golf";38900;105;1900;169000;"diesel";2008
"Volkswagen";"Golf";59900;122;1400;45000;"gasoline";2009
"Volkswagen";"Golf";32900;105;1896;151000;"diesel";2008
"Volkswagen";"Golf";31900;105;1896;208000;"diesel";2006
"Volkswagen";"Golf";62500;122;1400;8000;"gasoline";2011
"Volkswagen";"Golf";59000;122;1390;11000;"gasoline";2010
"Volkswagen";"Golf";139000;270;1984;23000;"gasoline";2011
"Volkswagen";"Golf";35500;250;2000;129000;"gasoline";2005
"Volkswagen";"Golf";27500;102;1595;85000;"gasoline";2005
"Volkswagen";"Golf";35000;105;1896;160000;"diesel";2006
"Volkswagen";"Golf";26500;115;1598;123000;"gasoline";2004
"Volkswagen";"Golf";17500;101;1898;187000;"diesel";2003
"Volkswagen";"Golf";43900;200;2000;29500;"gasoline";2008
"Volkswagen";"Golf";29000;105;1896;99875;"diesel";2007
"Volkswagen";"Golf";40900;140;1986;155460;"diesel";2007
"Volkswagen";"Golf";41900;140;1968;160000;"diesel";2008
"Volkswagen";"Golf";44500;90;1900;91000;"diesel";2007
"Volkswagen";"Golf";29900;140;1968;113000;"diesel";2005
"Volkswagen";"Golf";24900;102;1596;130000;"gasoline";2005
"Volkswagen";"Golf";37900;105;1896;130795;"diesel";2007
"Volkswagen";"Golf";17900;100;1896;158000;"diesel";2003
"Volkswagen";"Golf";27900;196;1800;125000;"gasoline";2003
"Volkswagen";"Golf";22100;101;1900;146000;"diesel";2004
"Volkswagen";"Golf";27500;102;1600;70000;"gasoline";2004
"Volkswagen";"Golf";17900;100;1896;158000;"diesel";2003
"Volkswagen";"Golf";57564.1544;200;2000;1600;"gasoline";2010
"Volkswagen";"Golf";25900;105;1900;132000;"diesel";2004
"Volkswagen";"Golf";39900;105;1900;136990;"diesel";2009
"Volkswagen";"Golf";44900;105;1900;58908;"diesel";2007
"Volkswagen";"Golf";38900;105;1896;148810;"diesel";2008
"Volkswagen";"Golf";22900;100;1896;125000;"diesel";2003
"Volkswagen";"Golf";35600;90;1900;58900;"diesel";2007
"Volkswagen";"Golf";35600;105;1896;103800;"diesel";2008
"Volkswagen";"Golf";30000;90;1896;102000;"diesel";2007
"Volkswagen";"Golf";22071.9;75;1390;69600;"gasoline";2004
"Volkswagen";"Golf";56900;140;1968;52169;"diesel";2009
"Volkswagen";"Golf";33900;105;1900;203000;"diesel";2007
"Volkswagen";"Golf";41900;105;1896;134000;"diesel";2009
"Volkswagen";"Golf";39900;105;1896;68000;"diesel";2009
"Volkswagen";"Golf";65000;105;1598;45162;"diesel";2010
"Volkswagen";"Golf";47800;105;1896;129777;"diesel";2008
"Volkswagen";"Golf";27600;105;1900;114000;"diesel";2004
"Volkswagen";"Golf";27900;105;1900;174000;"diesel";2004
"Volkswagen";"Golf";13900;75;1390;115000;"gasoline";2003
"Volkswagen";"Golf";36990;105;1900;128000;"diesel";2006
"Volkswagen";"Golf";29500;105;1896;199998;"diesel";2004
"Volkswagen";"Golf";89900;210;2000;4100;"gasoline";2011
"Volkswagen";"Golf";89900;210;2000;3900;"gasoline";2011
"Volkswagen";"Golf";28900;105;1900;192000;"diesel";2005
"Volkswagen";"Golf";45600;105;1900;81900;"diesel";2008
"Volkswagen";"Golf";23300;105;1900;153000;"diesel";2006
"Volkswagen";"Golf";31900;75;2000;137451;"diesel";2007
"Volkswagen";"Golf";28900;105;1896;198000;"diesel";2006
"Volkswagen";"Golf";39900;105;1896;140450;"diesel";2007
"Volkswagen";"Golf";27500;140;1968;179000;"diesel";2004
"Volkswagen";"Golf";65600;105;1200;2550;"gasoline";2010
"Volkswagen";"Golf";49900;105;1600;25000;"diesel";2010
"Volkswagen";"Golf";23590;75;1900;168000;"diesel";2004
"Volkswagen";"Golf";20500;110;1896;145600;"diesel";2003
"Volkswagen";"Golf";65950;122;1390;4481;"gasoline";2011
"Volkswagen";"Golf";64950;122;1390;25751;"gasoline";2011
"Volkswagen";"Golf";48800;105;1896;37000;"diesel";2009
"Volkswagen";"Golf";48500;105;1896;103257;"diesel";2008
"Volkswagen";"Golf";31500;122;1390;118000;"gasoline";2007
"Volkswagen";"Golf";15900.48;90;1896;120000;"diesel";2005
"Volkswagen";"Golf";26500;90;1900;206000;"diesel";2005
"Volkswagen";"Golf";36800;90;1900;145000;"diesel";2008
"Volkswagen";"Golf";24700;75;1400;112000;"gasoline";2005
"Volkswagen";"Golf";34000;143;1968;147000;"diesel";2008
"Volkswagen";"Golf";44900;105;1900;108000;"diesel";2009
"Volkswagen";"Golf";34900;105;1896;145360;"diesel";2006
"Volkswagen";"Golf";47697.0232;105;1600;25000;"diesel";2010
"Volkswagen";"Golf";35999;140;2000;179500;"diesel";2006
"Volkswagen";"Golf";39900;105;1900;169000;"diesel";2007
"Volkswagen";"Golf";77090;122;1398;5;"gasoline";2011
"Volkswagen";"Golf";32900;90;1896;106000;"diesel";2007
"Volkswagen";"Golf";16900;110;1900;160000;"diesel";2003
"Volkswagen";"Golf";43600;105;1896;68956;"diesel";2006
"Volkswagen";"Golf";36900;80;1400;67000;"gasoline";2007
"Volkswagen";"Golf";38600;105;1896;32000;"diesel";2008
"Volkswagen";"Golf";34900;105;1900;176000;"diesel";2007
"Volkswagen";"Golf";20990;105;1896;163754;"diesel";2005
"Volkswagen";"Golf";20400;101;1900;158000;"diesel";2004
"Volkswagen";"Golf";43900;200;2000;29500;"gasoline";2008
"Volkswagen";"Golf";38600;105;1896;104000;"diesel";2008
"Volkswagen";"Golf";42900;85;1400;21000;"gasoline";2009
"Volkswagen";"Golf";34500;105;1900;137066;"diesel";2007
"Volkswagen";"Golf";39999;105;1896;99000;"diesel";2008
"Volkswagen";"Golf";39900;105;1896;112325;"diesel";2008
"Volkswagen";"Golf";74680;90;1598;12;"diesel";2011
"Volkswagen";"Golf";49900;200;2000;18000;"gasoline";2008
"Volkswagen";"Golf";20900;101;1900;183000;"diesel";2003
"Volkswagen";"Golf";38900;105;1900;184000;"diesel";2007
"Volkswagen";"Golf";16900;75;1896;181000;"diesel";2003
"Volkswagen";"Golf";34065;105;1896;143000;"diesel";2009
"Volkswagen";"Golf";45900;105;1896;110000;"diesel";2008
"Volkswagen";"Golf";43900;200;1984;71500;"gasoline";2007
"Volkswagen";"Golf";34048.9;140;1968;185630;"diesel";2008
"Volkswagen";"Golf";25900;90;1400;132450;"gasoline";2004
"Volkswagen";"Golf";24800;140;1968;134000;"diesel";2005
"Volkswagen";"Golf";36900;105;1896;43220;"diesel";2006
"Volkswagen";"Golf";41900;105;1900;35310;"diesel";2008
"Volkswagen";"Golf";23600;105;1896;103000;"diesel";2004
"Volkswagen";"Golf";56500;122;1390;20982;"gasoline";2009
"Volkswagen";"Golf";27800;140;2000;150000;"diesel";2004
"Volkswagen";"Golf";31200;90;1896;180000;"diesel";2007
"Volkswagen";"Golf";54800;105;1900;32000;"diesel";2008
"Volkswagen";"Golf";27900;140;2000;126000;"diesel";2005
"Volkswagen";"Golf";55900;105;1598;21300;"diesel";2010
"Volkswagen";"Golf";13900;105;1598;129000;"gasoline";2003
"Volkswagen";"Golf";49800;110;2000;14000;"diesel";2009
"Volkswagen";"Golf";26900;90;1896;150000;"diesel";2004
"Volkswagen";"Golf";29069.7189;116;1598;74000;"gasoline";2004
"Volkswagen";"Golf";71800;160;1390;20300;"gasoline";2011
"Volkswagen";"Golf";69900;160;1400;25000;"gasoline";2009
"Volkswagen";"Golf";23900;140;2000;177000;"diesel";2004
"Volkswagen";"Golf";29800;105;1896;187000;"diesel";2006
"Volkswagen";"Golf";64900;122;1390;9000;"gasoline";2011
"Volkswagen";"Golf";18500;100;1896;195000;"diesel";2003
"Volkswagen";"Golf";52900;110;1968;25000;"diesel";2009
"Volkswagen";"Golf";30900;105;1896;173000;"diesel";2005
"Volkswagen";"Golf";75900;105;1598;33800;"diesel";2010
"Volkswagen";"Golf";20800;101;1900;185000;"diesel";2003
"Volkswagen";"Golf";30999;105;1896;187000;"diesel";2007
"Volkswagen";"Golf";34900;105;1900;165000;"diesel";2007
"Volkswagen";"Golf";54900;105;1600;30000;"diesel";2011
